team_0,location_x_0,location_y_0,end_location_x_0,end_location_y_0,type_0,outcome_0,player_0,team_1,location_x_1,location_y_1,end_location_x_1,end_location_y_1,type_1,outcome_1,player_1,team_2,location_x_2,location_y_2,end_location_x_2,end_location_y_2,type_2,outcome_2,player_2,team_3,location_x_3,location_y_3,end_location_x_3,end_location_y_3,type_3,outcome_3,player_3,team_4,location_x_4,location_y_4,end_location_x_4,end_location_y_4,type_4,outcome_4,player_4,team_5,location_x_5,location_y_5,end_location_x_5,end_location_y_5,type_5,outcome_5,player_5,team_6,location_x_6,location_y_6,end_location_x_6,end_location_y_6,type_6,outcome_6,player_6,team_7,location_x_7,location_y_7,end_location_x_7,end_location_y_7,type_7,outcome_7,player_7,team_8,location_x_8,location_y_8,end_location_x_8,end_location_y_8,type_8,outcome_8,player_8,team_9,location_x_9,location_y_9,end_location_x_9,end_location_y_9,type_9,outcome_9,player_9,team_10,location_x_10,location_y_10,end_location_x_10,end_location_y_10,type_10,outcome_10,player_10,match_id,shot_id,shot_statsbomb_xg
Chelsea FCW,73.0,15.0,73.0,15.0,Interception,1.0,Sophie Louise Ingle,Bristol City WFC,73.0,13.0,73.0,13.0,Foul Committed,0.0,Poppy Wilson,Chelsea FCW,74.0,14.0,74.0,14.0,Foul Won,1.0,Sophie Louise Ingle,Chelsea FCW,93.0,18.0,91.0,25.0,Pass,1.0,Bethany England,Chelsea FCW,91.0,25.0,91.0,25.0,Ball Receipt*,1.0,Francesca Kirby,Chelsea FCW,91.0,25.0,93.0,26.0,Carry,1.0,Francesca Kirby,Chelsea FCW,93.0,26.0,109.0,35.0,Pass,1.0,Francesca Kirby,Chelsea FCW,109.0,35.0,109.0,35.0,Ball Receipt*,0.0,Adelina Engman,Bristol City WFC,108.0,34.0,108.0,34.0,Foul Committed,0.0,Gemma Evans,Chelsea FCW,109.0,35.0,109.0,35.0,Foul Won,1.0,Adelina Engman,Chelsea FCW,108.0,40.0,119.0,37.8,Shot,1.0,Francesca Kirby,19794,b90ba192-4048-40b1-8c0c-57bdbfdb6e45,0.7835
Everton LFC,34.0,22.0,37.0,27.0,Carry,1.0,Megan Finnigan,Everton LFC,37.0,27.0,61.0,14.0,Pass,1.0,Megan Finnigan,West Ham United LFC,36.0,31.0,36.0,31.0,Pressure,1.0,So-Hyun Cho,Everton LFC,61.0,14.0,61.0,14.0,Ball Receipt*,1.0,Georgia Brougham,Everton LFC,61.0,14.0,61.0,13.0,Carry,1.0,Georgia Brougham,Everton LFC,61.0,13.0,63.0,23.0,Pass,0.0,Georgia Brougham,Everton LFC,79.0,43.0,79.0,43.0,Ball Receipt*,0.0,Gabrielle George,West Ham United LFC,64.0,24.0,86.0,59.0,Pass,1.0,Jane Ross,West Ham United LFC,86.0,59.0,86.0,59.0,Ball Receipt*,1.0,Alisha Lehmann,West Ham United LFC,86.0,59.0,101.0,53.0,Carry,1.0,Alisha Lehmann,West Ham United LFC,101.0,53.0,120.0,33.1,Shot,0.0,Alisha Lehmann,19803,b913dc9f-5fdd-4375-bfbb-d4484aff58e3,0.05138647
Birmingham City WFC,85.0,23.0,86.0,22.0,Carry,1.0,Kerys Harrop,Birmingham City WFC,86.0,22.0,80.0,33.0,Pass,1.0,Kerys Harrop,Birmingham City WFC,80.0,33.0,80.0,33.0,Ball Receipt*,1.0,Lucy Quinn,Birmingham City WFC,80.0,33.0,80.0,33.0,Carry,1.0,Lucy Quinn,Birmingham City WFC,80.0,33.0,99.0,62.0,Pass,1.0,Lucy Quinn,Birmingham City WFC,99.0,62.0,99.0,62.0,Ball Receipt*,1.0,Emma Follis,Birmingham City WFC,99.0,62.0,116.0,55.0,Carry,1.0,Emma Follis,Reading WFC,106.0,58.0,106.0,58.0,Pressure,1.0,Mayumi Pacheco,Birmingham City WFC,116.0,55.0,116.0,40.0,Pass,1.0,Emma Follis,Birmingham City WFC,116.0,40.0,116.0,40.0,Ball Receipt*,1.0,Kerys Harrop,Birmingham City WFC,116.0,40.0,120.0,42.6,Shot,1.0,Kerys Harrop,19782,b914e3aa-75d3-45c0-b273-526cc6228fbd,0.44391534
Arsenal WFC,66.0,62.0,80.0,75.0,Pass,1.0,Dominique Johanna Anna Petrone Janssen,Arsenal WFC,80.0,75.0,80.0,75.0,Ball Receipt*,1.0,Lisa Evans,Arsenal WFC,80.0,75.0,80.0,75.0,Carry,1.0,Lisa Evans,Arsenal WFC,80.0,75.0,80.0,60.0,Pass,1.0,Lisa Evans,Arsenal WFC,80.0,60.0,80.0,60.0,Ball Receipt*,1.0,Kim Little,Arsenal WFC,80.0,60.0,79.0,62.0,Carry,1.0,Kim Little,Liverpool WFC,84.0,53.0,84.0,53.0,Pressure,1.0,Christie Murray,Arsenal WFC,79.0,62.0,106.0,55.0,Pass,1.0,Kim Little,Arsenal WFC,106.0,55.0,106.0,55.0,Ball Receipt*,1.0,Jordan Nobbs,Arsenal WFC,106.0,55.0,110.0,53.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,110.0,53.0,120.0,44.0,Shot,0.0,Jordan Nobbs,19717,b919be27-d92c-4f1c-8363-17531cc0e17e,0.063438915
Liverpool WFC,20.0,15.0,76.0,28.0,Pass,0.0,Jemma Elizabeth Purfield,Liverpool WFC,74.0,26.0,74.0,26.0,Ball Receipt*,0.0,Rinsola Babajide,Bristol City WFC,75.0,27.0,91.0,28.0,Pass,0.0,Gemma Evans,Liverpool WFC,92.0,29.0,92.0,29.0,Ball Recovery,1.0,Rinsola Babajide,Liverpool WFC,92.0,29.0,101.0,27.0,Carry,1.0,Rinsola Babajide,Bristol City WFC,92.0,28.0,92.0,28.0,Error,0.0,Gemma Evans,Bristol City WFC,100.0,26.0,100.0,26.0,Dribbled Past,0.0,Sophie Baggaley,Liverpool WFC,101.0,27.0,101.0,27.0,Dribble,1.0,Rinsola Babajide,Liverpool WFC,101.0,27.0,111.6,30.3,Carry,1.0,Rinsola Babajide,Bristol City WFC,106.0,30.0,106.0,30.0,Pressure,1.0,Gemma Evans,Liverpool WFC,111.6,30.3,112.3,31.0,Shot,0.0,Rinsola Babajide,19810,b93dfd4a-c1c4-4cbb-9cdc-19fdac6f0ecf,0.24532498
Everton LFC,11.0,44.0,11.0,44.0,Ball Receipt*,1.0,Kirstie Levell,Everton LFC,11.0,44.0,9.0,39.0,Carry,1.0,Kirstie Levell,Everton LFC,9.0,39.0,55.0,12.0,Pass,1.0,Kirstie Levell,Everton LFC,55.0,12.0,55.0,12.0,Ball Receipt*,1.0,Siri Worm,Everton LFC,55.0,13.0,103.0,8.0,Pass,1.0,Siri Worm,Everton LFC,103.0,8.0,103.0,8.0,Ball Receipt*,1.0,Inessa Kaagman,Everton LFC,103.0,8.0,103.0,8.0,Carry,1.0,Inessa Kaagman,Everton LFC,103.0,8.0,107.0,51.0,Pass,1.0,Inessa Kaagman,Everton LFC,107.0,51.0,107.0,51.0,Ball Receipt*,1.0,Chloe Kelly,Everton LFC,107.0,51.0,113.0,46.0,Carry,1.0,Chloe Kelly,Everton LFC,113.0,46.0,120.0,36.6,Shot,1.0,Chloe Kelly,19734,b9a0ede0-2f9b-46f6-b574-0da3d800f43f,0.20953429
Everton LFC,86.0,66.0,86.0,66.0,Duel,1.0,Abbey-Leigh Stringer,Everton LFC,86.0,66.0,76.0,68.0,Carry,1.0,Abbey-Leigh Stringer,Birmingham City WFC,78.0,70.0,78.0,70.0,Pressure,1.0,Claudia Walker,Everton LFC,76.0,68.0,74.0,51.0,Pass,1.0,Abbey-Leigh Stringer,Everton LFC,74.0,51.0,74.0,51.0,Ball Receipt*,1.0,Simone Magill,Everton LFC,74.0,51.0,75.0,53.0,Carry,1.0,Simone Magill,Birmingham City WFC,74.0,52.0,74.0,52.0,Foul Committed,0.0,Lucy Quinn,Everton LFC,75.0,53.0,75.0,53.0,Foul Won,1.0,Simone Magill,Everton LFC,75.0,60.0,113.0,36.0,Pass,1.0,Danielle Turner,Everton LFC,113.0,36.0,113.0,36.0,Ball Receipt*,1.0,Megan Finnigan,Everton LFC,112.7,34.7,120.0,30.7,Shot,0.0,Megan Finnigan,19756,b9aa5a57-aefd-45a2-8a48-955ab3465030,0.15175773
Bristol City WFC,78.0,65.0,68.0,65.0,Pass,1.0,Poppy Pattinson,Bristol City WFC,68.0,65.0,68.0,65.0,Ball Receipt*,1.0,Gemma Evans,Bristol City WFC,68.0,65.0,68.0,69.0,Carry,1.0,Gemma Evans,Arsenal WFC,66.0,70.0,66.0,70.0,Pressure,1.0,Leah Williamson,Bristol City WFC,68.0,69.0,68.0,69.0,Dribble,0.0,Gemma Evans,Arsenal WFC,69.0,70.0,69.0,70.0,Duel,1.0,Leah Williamson,Arsenal WFC,69.0,70.0,70.0,67.0,Carry,1.0,Leah Williamson,Arsenal WFC,70.0,67.0,111.0,55.0,Pass,1.0,Leah Williamson,Arsenal WFC,111.0,55.0,111.0,55.0,Ball Receipt*,1.0,Jordan Nobbs,Arsenal WFC,111.0,55.0,116.0,55.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,116.0,55.0,120.0,37.4,Shot,0.0,Jordan Nobbs,19744,b9b5302c-adef-49c2-a366-6b5a1a23650e,0.016591918
Reading WFC,107.0,72.0,112.0,70.0,Carry,1.0,Natasha Harding,Reading WFC,112.0,70.0,114.0,39.0,Pass,0.0,Natasha Harding,Reading WFC,110.0,36.0,110.0,36.0,Ball Receipt*,0.0,Mayumi Pacheco,Brighton & Hove Albion WFC,113.0,38.0,113.0,38.0,Ball Recovery,1.0,Kirsty Barton,Brighton & Hove Albion WFC,113.0,38.0,111.0,44.0,Carry,1.0,Kirsty Barton,Brighton & Hove Albion WFC,111.0,44.0,93.0,79.0,Pass,0.0,Kirsty Barton,Reading WFC,90.0,80.0,107.0,54.0,Pass,0.0,Natasha Harding,Reading WFC,106.0,54.0,106.0,54.0,Ball Receipt*,0.0,Millie Laura Farrow,Brighton & Hove Albion WFC,106.0,53.0,106.0,53.0,Clearance,1.0,Chloe Peplow,Reading WFC,89.0,60.0,89.0,60.0,Ball Recovery,1.0,Kirstyn Pearce,Reading WFC,92.9,58.8,95.8,57.2,Shot,0.0,Kirstyn Pearce,19809,b9b55f6c-5cb4-4851-830b-e4439b22ff34,0.007845664
Brighton & Hove Albion WFC,115.0,59.0,115.0,59.0,Pressure,1.0,Felicity Gibbons,Arsenal WFC,117.0,71.0,117.0,71.0,Ball Receipt*,1.0,Danielle Carter,Arsenal WFC,117.0,71.0,117.0,71.0,Dispossessed,0.0,Danielle Carter,Brighton & Hove Albion WFC,116.0,70.0,116.0,70.0,Duel,0.0,Felicity Gibbons,Arsenal WFC,,,,,Substitution,1.0,Lisa Evans,Arsenal WFC,120.0,80.0,117.0,39.0,Pass,0.0,Bethany Mead,Arsenal WFC,116.0,40.0,116.0,40.0,Ball Receipt*,0.0,Viktoria Schnaderbeck,Brighton & Hove Albion WFC,116.0,38.0,116.0,38.0,Goal Keeper,1.0,Marie Hourihan,Arsenal WFC,101.0,44.0,101.0,44.0,Ball Recovery,1.0,Danielle Carter,Arsenal WFC,101.0,44.0,101.2,43.8,Carry,1.0,Danielle Carter,Arsenal WFC,101.2,43.8,107.8,42.0,Shot,0.0,Danielle Carter,19815,b9b87b4b-52a0-4e17-8e99-fd5a72dc00c4,0.056931082
Birmingham City WFC,84.0,69.0,84.0,69.0,Ball Receipt*,1.0,Lucy Staniforth,Birmingham City WFC,84.0,69.0,86.0,69.0,Carry,1.0,Lucy Staniforth,Birmingham City WFC,86.0,69.0,114.0,70.0,Pass,0.0,Lucy Staniforth,Birmingham City WFC,110.0,73.0,110.0,73.0,Ball Receipt*,0.0,Sarah Emma Mayling,Brighton & Hove Albion WFC,113.0,69.0,113.0,69.0,Clearance,1.0,Emily Simpkins,Birmingham City WFC,112.0,80.0,116.0,67.0,Pass,0.0,Sarah Emma Mayling,Birmingham City WFC,113.0,62.0,113.0,62.0,Ball Receipt*,0.0,Lucy Staniforth,Brighton & Hove Albion WFC,115.0,66.0,115.0,66.0,Interception,0.0,Felicity Gibbons,Birmingham City WFC,120.0,80.0,111.0,47.0,Pass,1.0,Lucy Staniforth,Birmingham City WFC,111.0,47.0,111.0,47.0,Ball Receipt*,1.0,Ellen White,Birmingham City WFC,111.0,43.0,119.0,34.2,Shot,0.0,Ellen White,19796,b9cb0c05-c364-4d9b-b24e-4b22b5ab2e0c,0.07742973
Bristol City WFC,110.0,74.0,110.0,74.0,Dispossessed,0.0,Loren Dykes,Arsenal WFC,109.0,73.0,109.0,73.0,Duel,0.0,Jessica Marie Wik,Arsenal WFC,109.0,73.0,110.0,75.0,Carry,1.0,Jessica Marie Wik,Arsenal WFC,110.0,75.0,110.0,75.0,Miscontrol,0.0,Jessica Marie Wik,Bristol City WFC,110.0,80.0,110.0,65.0,Pass,1.0,Loren Dykes,Bristol City WFC,110.0,65.0,110.0,65.0,Ball Receipt*,1.0,Jessica Wooley,Bristol City WFC,110.0,65.0,110.0,65.0,Carry,1.0,Jessica Wooley,Bristol City WFC,110.0,65.0,95.0,55.0,Pass,1.0,Jessica Wooley,Bristol City WFC,95.0,55.0,95.0,55.0,Ball Receipt*,1.0,Carla Humphrey,Bristol City WFC,95.0,55.0,95.0,51.0,Carry,1.0,Carla Humphrey,Bristol City WFC,95.0,51.0,118.0,34.4,Shot,0.0,Carla Humphrey,19744,b9e36465-ed44-4d14-b451-62001955bb96,0.027102174
West Ham United LFC,94.0,19.0,90.0,18.0,Carry,1.0,Brianna Visalli,Yeovil Town LFC,90.0,18.0,90.0,18.0,Miscontrol,0.0,Erin Bloomfield,West Ham United LFC,90.0,18.0,106.0,11.0,Pass,0.0,Brianna Visalli,West Ham United LFC,105.0,10.0,105.0,10.0,Ball Receipt*,0.0,Rosie Kmita,Yeovil Town LFC,105.0,10.0,105.0,12.0,Pass,0.0,Nicola Cousins,Yeovil Town LFC,92.0,17.0,92.0,17.0,Ball Receipt*,0.0,Bonnie Horwood,West Ham United LFC,106.0,13.0,106.0,13.0,Ball Recovery,1.0,Brianna Visalli,West Ham United LFC,106.0,13.0,95.0,19.0,Carry,1.0,Brianna Visalli,Yeovil Town LFC,94.0,18.0,94.0,18.0,Foul Committed,0.0,Bonnie Horwood,West Ham United LFC,95.0,19.0,95.0,19.0,Foul Won,1.0,Brianna Visalli,West Ham United LFC,95.0,19.0,120.0,43.4,Shot,0.0,Lucienne Reichardt,19777,ba017004-b6d0-4d91-832e-2c02dba77ed1,0.010161832
Birmingham City WFC,37.0,14.0,38.0,11.0,Carry,1.0,Paige Williams,West Ham United LFC,37.0,10.0,37.0,10.0,Dribbled Past,0.0,Alisha Lehmann,Birmingham City WFC,38.0,11.0,38.0,11.0,Dribble,1.0,Paige Williams,Birmingham City WFC,38.0,11.0,39.0,11.0,Carry,1.0,Paige Williams,Birmingham City WFC,39.0,11.0,85.0,22.0,Pass,1.0,Paige Williams,Birmingham City WFC,85.0,22.0,85.0,22.0,Ball Receipt*,1.0,Charlie Wellings,Birmingham City WFC,85.0,22.0,103.0,25.0,Carry,1.0,Charlie Wellings,West Ham United LFC,101.0,25.0,101.0,25.0,Pressure,1.0,Gilly Louise Scarlett Flaherty,Birmingham City WFC,103.0,25.0,107.0,43.0,Pass,1.0,Charlie Wellings,Birmingham City WFC,107.0,43.0,107.0,43.0,Ball Receipt*,1.0,Lucy Staniforth,Birmingham City WFC,107.0,43.0,117.0,43.6,Shot,1.0,Lucy Staniforth,19763,ba0cf9e5-1a3c-44d8-99c0-7d040d029ac2,0.20667605
Manchester City WFC,86.0,77.0,86.0,77.0,Duel,0.0,Jill Scott,West Ham United LFC,79.0,79.0,75.0,69.0,Pass,1.0,Claire Lauren Rafferty,West Ham United LFC,75.0,69.0,75.0,69.0,Ball Receipt*,1.0,Kate Longhurst,West Ham United LFC,75.0,69.0,80.0,66.0,Carry,1.0,Kate Longhurst,Manchester City WFC,83.0,69.0,83.0,69.0,Pressure,1.0,Tessa Wullaert,West Ham United LFC,80.0,66.0,80.0,66.0,Dispossessed,0.0,Kate Longhurst,Manchester City WFC,81.0,67.0,81.0,67.0,Duel,0.0,Tessa Wullaert,Manchester City WFC,84.0,55.0,84.0,55.0,Ball Recovery,1.0,Claire Emslie,Manchester City WFC,84.0,55.0,84.0,52.0,Carry,1.0,Claire Emslie,West Ham United LFC,87.0,54.0,87.0,54.0,Pressure,1.0,Kate Longhurst,Manchester City WFC,84.0,52.0,119.0,32.1,Shot,0.0,Claire Emslie,19735,ba187475-6c09-4301-ae88-6a3cdab290e2,0.0070477934
West Ham United LFC,75.0,28.0,75.0,28.0,Dribbled Past,0.0,Lucienne Reichardt,Manchester City WFC,74.0,27.0,74.0,27.0,Dribble,1.0,Jill Scott,Manchester City WFC,74.0,27.0,82.0,33.0,Carry,1.0,Jill Scott,West Ham United LFC,77.0,32.0,77.0,32.0,Pressure,1.0,Lucienne Reichardt,Manchester City WFC,82.0,33.0,82.0,33.0,Miscontrol,0.0,Jill Scott,West Ham United LFC,88.0,33.0,88.0,33.0,Ball Recovery,1.0,Jane Ross,West Ham United LFC,88.0,33.0,101.0,26.0,Carry,1.0,Jane Ross,West Ham United LFC,101.0,26.0,98.0,32.0,Pass,1.0,Jane Ross,Manchester City WFC,97.0,31.0,97.0,31.0,Foul Committed,0.0,Jill Scott,West Ham United LFC,98.0,32.0,98.0,32.0,Foul Won,1.0,Adriana Kristina Leon,West Ham United LFC,99.0,30.0,111.0,36.0,Shot,0.0,Adriana Kristina Leon,19786,ba23f20e-abc3-4512-8966-de3fe0f54df6,0.095974736
Arsenal WFC,82.0,24.0,82.0,24.0,Ball Receipt*,1.0,Danielle van de Donk,Arsenal WFC,82.0,24.0,85.0,25.0,Carry,1.0,Danielle van de Donk,Arsenal WFC,85.0,25.0,99.0,25.0,Pass,1.0,Danielle van de Donk,Yeovil Town LFC,101.0,22.0,101.0,22.0,Pressure,1.0,Nicola Cousins,Arsenal WFC,99.0,25.0,99.0,25.0,Ball Receipt*,1.0,Kim Little,Arsenal WFC,99.0,25.0,88.0,33.0,Carry,1.0,Kim Little,Arsenal WFC,88.0,33.0,91.0,51.0,Pass,1.0,Kim Little,Arsenal WFC,91.0,51.0,91.0,51.0,Ball Receipt*,1.0,Vivianne Miedema,Arsenal WFC,91.0,51.0,98.0,40.0,Carry,1.0,Vivianne Miedema,Yeovil Town LFC,96.0,44.0,96.0,44.0,Pressure,1.0,Ellie Mason,Arsenal WFC,98.0,40.0,100.0,40.0,Shot,0.0,Vivianne Miedema,19797,ba29ae3d-b05c-4989-8f5c-569b05b18049,0.048157718
West Ham United LFC,104.0,44.0,104.0,44.0,Carry,1.0,Kate Longhurst,West Ham United LFC,104.0,44.0,73.0,50.0,Pass,0.0,Kate Longhurst,Chelsea FCW,74.0,51.0,74.0,51.0,Ball Recovery,1.0,Millie Bright,Chelsea FCW,74.0,51.0,72.0,54.0,Carry,1.0,Millie Bright,Chelsea FCW,72.0,54.0,78.0,64.0,Pass,1.0,Millie Bright,Chelsea FCW,78.0,64.0,78.0,64.0,Ball Receipt*,1.0,Karen Julia Carney,Chelsea FCW,78.0,64.0,78.0,66.0,Carry,1.0,Karen Julia Carney,Chelsea FCW,78.0,66.0,88.0,54.0,Pass,1.0,Karen Julia Carney,Chelsea FCW,88.0,54.0,88.0,54.0,Ball Receipt*,1.0,Ramona Bachmann,Chelsea FCW,88.0,54.0,97.2,51.5,Carry,1.0,Ramona Bachmann,Chelsea FCW,97.2,51.5,120.0,44.6,Shot,0.0,Ramona Bachmann,19805,ba50f539-7cf4-43fe-8bd1-fb2a14abca74,0.03341448
Chelsea FCW,82.0,37.0,104.0,52.0,Carry,1.0,Erin Cuthbert,Yeovil Town LFC,103.0,51.0,103.0,51.0,Foul Committed,0.0,Ellie Mason,Chelsea FCW,104.0,52.0,104.0,52.0,Foul Won,1.0,Erin Cuthbert,Chelsea FCW,104.0,52.0,120.0,42.8,Shot,0.0,Karen Julia Carney,Yeovil Town LFC,119.0,40.0,119.0,40.0,Goal Keeper,0.0,Megan Walsh,Chelsea FCW,120.0,80.0,102.0,7.0,Pass,1.0,Karen Julia Carney,Chelsea FCW,102.0,7.0,102.0,7.0,Ball Receipt*,1.0,Sophie Louise Ingle,Chelsea FCW,102.0,7.0,101.0,9.0,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,101.0,9.0,106.0,39.0,Pass,1.0,Sophie Louise Ingle,Chelsea FCW,106.0,39.0,106.0,39.0,Ball Receipt*,1.0,Magdalena Lilly Eriksson,Chelsea FCW,108.0,43.0,120.0,46.0,Shot,0.0,Magdalena Lilly Eriksson,19760,ba620034-f9b7-4d88-8ed1-1194d3aa85e0,0.114511594
Bristol City WFC,50.0,76.0,50.0,76.0,Ball Recovery,0.0,Poppy Pattinson,Yeovil Town LFC,53.0,76.0,53.0,76.0,Pressure,1.0,Liberty Piggott,Yeovil Town LFC,52.0,80.0,87.0,73.0,Pass,0.0,Emily Donovan,Bristol City WFC,86.0,72.0,86.0,72.0,Clearance,1.0,Gemma Evans,Yeovil Town LFC,54.0,60.0,75.0,68.0,Pass,1.0,Hannah Short,Yeovil Town LFC,75.0,68.0,75.0,68.0,Ball Receipt*,1.0,Amber Gaylor,Yeovil Town LFC,75.0,68.0,77.0,68.0,Carry,1.0,Amber Gaylor,Yeovil Town LFC,77.0,68.0,110.0,60.0,Pass,1.0,Amber Gaylor,Bristol City WFC,111.0,59.0,111.0,59.0,Pressure,1.0,Frankie Brown,Yeovil Town LFC,110.0,60.0,110.0,60.0,Ball Receipt*,1.0,Anne-Marie Heatherson,Yeovil Town LFC,106.0,56.0,119.0,43.0,Shot,0.0,Anne-Marie Heatherson,19742,ba6b6ee5-ee98-4503-b3c4-d08751bc91a6,0.04250251
Manchester City WFC,90.0,68.0,104.0,72.0,Carry,1.0,Nikita Parris,Manchester City WFC,104.0,72.0,114.0,45.0,Pass,1.0,Nikita Parris,Manchester City WFC,114.0,45.0,114.0,45.0,Ball Receipt*,1.0,Caroline Weir,Manchester City WFC,114.0,45.0,112.0,53.0,Carry,1.0,Caroline Weir,Yeovil Town LFC,114.0,44.0,114.0,44.0,Pressure,1.0,Megan Alexander,Yeovil Town LFC,114.0,47.0,114.0,47.0,Pressure,1.0,Ellie Mason,Manchester City WFC,112.0,53.0,111.0,49.0,Pass,1.0,Caroline Weir,Manchester City WFC,111.0,49.0,111.0,49.0,Ball Receipt*,1.0,Tessa Wullaert,Manchester City WFC,111.0,49.0,111.0,49.0,Carry,1.0,Tessa Wullaert,Yeovil Town LFC,111.0,47.0,111.0,47.0,Block,0.0,Amber Gaylor,Manchester City WFC,111.0,49.0,113.0,47.0,Shot,0.0,Tessa Wullaert,19764,ba9a3cae-9180-4eeb-a980-7608af147844,0.07824834
Chelsea FCW,103.0,71.0,103.0,71.0,Ball Receipt*,1.0,Jessica Carter,Chelsea FCW,103.0,71.0,105.0,67.0,Carry,1.0,Jessica Carter,Chelsea FCW,105.0,67.0,105.0,67.0,Dispossessed,0.0,Jessica Carter,Everton LFC,104.0,66.0,104.0,66.0,Duel,0.0,Taylor Hinds,Chelsea FCW,98.0,63.0,113.0,44.0,Pass,0.0,So-Yun Ji,Everton LFC,112.0,43.0,112.0,43.0,Clearance,1.0,Abbey-Leigh Stringer,Chelsea FCW,113.0,43.0,113.0,43.0,Ball Recovery,1.0,Drew Spence,Chelsea FCW,113.0,43.0,113.0,42.0,Carry,1.0,Drew Spence,Chelsea FCW,113.0,42.0,105.0,31.0,Pass,1.0,Drew Spence,Chelsea FCW,105.0,31.0,105.0,31.0,Ball Receipt*,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,103.0,35.0,120.0,46.1,Shot,0.0,Jonna Ann-Charlotte Andersson,19726,ba9c805d-0f60-4c34-a6ac-5a2fc55f9af9,0.08082925
Everton LFC,109.0,53.0,107.0,46.0,Carry,1.0,Kirstie Levell,Everton LFC,107.0,46.0,86.0,13.0,Pass,0.0,Kirstie Levell,Everton LFC,81.0,6.0,81.0,6.0,Ball Receipt*,0.0,Taylor Hinds,Brighton & Hove Albion WFC,87.0,14.0,87.0,14.0,Ball Recovery,1.0,Ellie Brazil,Brighton & Hove Albion WFC,87.0,14.0,85.0,18.0,Carry,1.0,Ellie Brazil,Everton LFC,87.0,21.0,87.0,21.0,Pressure,1.0,Megan Finnigan,Brighton & Hove Albion WFC,85.0,18.0,88.0,34.0,Pass,1.0,Ellie Brazil,Brighton & Hove Albion WFC,88.0,34.0,88.0,34.0,Ball Receipt*,1.0,Kayleigh Green,Brighton & Hove Albion WFC,88.0,34.0,89.0,41.0,Carry,1.0,Kayleigh Green,Everton LFC,90.0,39.0,90.0,39.0,Pressure,1.0,Danielle Turner,Brighton & Hove Albion WFC,89.0,41.0,103.0,42.0,Shot,0.0,Kayleigh Green,19784,bac3b381-4da9-4d2b-8ee9-30933e483f19,0.022195164
Brighton & Hove Albion WFC,66.0,15.0,66.0,15.0,Pressure,1.0,Kate Natkiel,West Ham United LFC,71.0,13.0,71.0,13.0,Ball Receipt*,1.0,Rosie Kmita,West Ham United LFC,71.0,12.0,91.0,34.0,Pass,1.0,Rosie Kmita,West Ham United LFC,91.0,34.0,91.0,34.0,Ball Receipt*,1.0,Adriana Kristina Leon,West Ham United LFC,91.0,34.0,95.0,29.0,Carry,1.0,Adriana Kristina Leon,Brighton & Hove Albion WFC,97.0,28.0,97.0,28.0,Pressure,1.0,Victoria Williams,West Ham United LFC,95.0,29.0,95.0,29.0,Miscontrol,0.0,Adriana Kristina Leon,Brighton & Hove Albion WFC,95.0,31.0,95.0,31.0,Clearance,1.0,Megan Connolly,West Ham United LFC,98.0,30.0,98.0,30.0,Block,1.0,Adriana Kristina Leon,West Ham United LFC,93.0,43.0,93.0,43.0,Ball Recovery,1.0,Alisha Lehmann,West Ham United LFC,96.8,46.5,118.0,38.8,Shot,0.0,Alisha Lehmann,19819,bacb1a81-48f8-4e46-9f1c-f35f72f7da78,0.04491863
Everton LFC,50.0,19.0,50.0,19.0,Pressure,1.0,Chloe Kelly,Arsenal WFC,43.0,19.0,43.0,19.0,Ball Receipt*,1.0,Emma Mukandi,Arsenal WFC,43.0,19.0,46.0,20.0,Carry,1.0,Emma Mukandi,Arsenal WFC,46.0,20.0,99.0,16.0,Pass,1.0,Emma Mukandi,Arsenal WFC,99.0,16.0,99.0,16.0,Ball Receipt*,1.0,Danielle van de Donk,Arsenal WFC,99.0,16.0,107.0,29.0,Carry,1.0,Danielle van de Donk,Everton LFC,102.0,22.0,102.0,22.0,Pressure,1.0,Faye Bryson,Arsenal WFC,107.0,29.0,106.0,35.0,Pass,1.0,Danielle van de Donk,Arsenal WFC,106.0,35.0,106.0,35.0,Ball Receipt*,1.0,Jordan Nobbs,Arsenal WFC,106.0,35.0,106.0,35.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,106.0,35.0,118.0,34.8,Shot,0.0,Jordan Nobbs,19759,badb25b1-e621-4fc4-9685-8d0b95f0c2c8,0.21145254
